ci_estudiante,ci_est_dpto,materia,ci_docente,ci_doc_dpto,periodo,nota,observaciones
6964230,LP,EST392,6776752,LP,II-2009,73,Aprobado
4856270,LP,EST280,4774159,LP,I-2006,89,Aprobado
7005717,LP,MAT320,6131932,LP,II-2002,89,Aprobado
9216537,LP,EST440,4949063,LP,II-2014,68,Aprobado
7001437,LP,EST440,6855569,LP,I-2004,39,Reprobado
6086670,LP,INF120,6144341,LP,II-2007,23,Reprobado
4896040,LP,INF236,7023542,LP,I-2010,57,Aprobado
9101758,LP,MAT270,5994785,LP,I-2014,81,Aprobado
9122265,LP,FIS100,4892034,LP,II-2012,20,Reprobado
8305840,LP,INF120,6759045,LP,I-2002,76,Aprobado
6793993,LP,EST280,8306245,LP,II-2008,43,Reprobado
6844312,LP,EST440,4852497,LP,II-2003,4,Reprobado
8291673,LP,EST440,6776752,LP,II-2000,40,Reprobado
9248643,LP,EST140,6888435,LP,I-2008,37,Reprobado
6838626,LP,INF325,8321673,LP,I-2000,63,Aprobado
5998313,LP,MAT120,4758753,LP,II-2003,92,Aprobado
6942105,LP,MAT270,6751047,LP,II-2006,95,Aprobado
6826200,LP,INF391,6826200,LP,I-2010,61,Aprobado
5801726,TJ,MAT270,6150980,LP,II-2008,38,Reprobado
6791239,LP,INF391,5966709,LP,II-2014,63,Aprobado
7005717,LP,INF320,6778337,LP,II-2004,11,Reprobado
8412330,LP,INF324,5994785,LP,I-2008,26,Reprobado
6094524,LP,FIS100,6049205,LP,II-2014,21,Reprobado
6031586,LP,EST440,6852438,LP,I-2004,67,Aprobado
8291673,LP,MAT120,7023542,LP,I-2000,18,Reprobado
6182340,LP,EST140,4774159,LP,I-2005,58,Aprobado
6733281,LP,EST392,6143079,LP,I-2001,71,Aprobado
6858879,LP,INF324,2622011,LP,II-2009,18,Reprobado
6852438,LP,MAT270,6095371,LP,I-2007,31,Reprobado
8323749,LP,INF320,6751047,LP,I-2002,57,Aprobado
7290420,OR,INF325,6139832,LP,II-2001,16,Reprobado
8305378,LP,INF391,6798702,LP,II-2000,41,Reprobado
4745826,LP,INF120,6815832,LP,I-2005,90,Aprobado
5966709,LP,FIS100,6776752,LP,I-2008,12,Reprobado
8301162,LP,MAT320,4874363,LP,I-2001,88,Aprobado
6838626,LP,MAT270,5975560,LP,II-2009,76,Aprobado
7032468,LP,MAT320,6888435,LP,I-2013,54,Aprobado
5979309,LP,MAT270,6144341,LP,I-2012,58,Aprobado
7007827,LP,EST392,2622011,LP,II-2002,7,Reprobado
4847126,LP,EST280,6755399,LP,I-2009,75,Aprobado
6094524,LP,FIS100,6858879,LP,II-2001,28,Reprobado
9083612,LP,INF320,4892034,LP,II-2003,63,Aprobado
6963637,LP,EST440,4928737,LP,II-2012,79,Aprobado
6933814,LP,MAT270,6153276,LP,I-2000,54,Aprobado
6963637,LP,INF391,6087357,LP,I-2007,52,Aprobado
7068077,LP,EST440,6745690,LP,II-2007,35,Reprobado
7023542,LP,INF320,6736701,LP,II-2001,51,Aprobado
6759045,LP,INF324,6855569,LP,I-2006,10,Reprobado
6094524,LP,EST440,6182990,LP,II-2003,59,Aprobado
6131932,LP,FIS100,4875775,LP,I-2007,17,Reprobado
4896040,LP,MAT270,6020916,LP,II-2008,27,Reprobado
6010843,LP,INF324,4826389,LP,II-2008,20,Reprobado
6106186,LP,FIS100,4837464,LP,II-2001,5,Reprobado
4784615,LP,EST280,5994785,LP,II-2008,5,Reprobado
9214751,LP,EST140,6095371,LP,I-2002,58,Aprobado
4830306,LP,INF236,6140134,LP,II-2001,11,Reprobado
7032468,LP,MAT270,6853401,LP,II-2014,44,Reprobado
6149905,LP,EST440,6759045,LP,I-2002,10,Reprobado
6733281,LP,INF324,4949063,LP,I-2010,77,Aprobado
6149905,LP,EST392,6778337,LP,II-2000,15,Reprobado
6905510,LP,INF236,6764063,LP,II-2000,59,Aprobado
8432254,LP,MAT270,6855569,LP,I-2009,4,Reprobado
5975080,LP,EST140,4774159,LP,II-2004,2,Reprobado
4921900,LP,MAT270,6798702,LP,I-2004,10,Reprobado
8260129,LP,MAT120,6095371,LP,I-2014,60,Aprobado
6191127,LP,MAT120,7023542,LP,II-2006,73,Aprobado
9083612,LP,INF120,8306245,LP,II-2010,57,Aprobado
9248643,LP,INF325,6948542,LP,I-2002,26,Reprobado
9083612,LP,EST392,6751047,LP,II-2006,15,Reprobado
4924998,LP,INF320,5981213,LP,II-2008,24,Reprobado
9179201,LP,MAT270,6765608,LP,II-2002,67,Aprobado
6139832,LP,INF391,4965844,LP,II-2009,58,Aprobado
7032468,LP,FIS100,6765381,LP,I-2001,88,Aprobado
6751497,LP,EST140,8306245,LP,I-2000,90,Aprobado
6849369,LP,INF236,6815832,LP,II-2011,43,Reprobado
6765608,LP,EST440,6020916,LP,I-2014,26,Reprobado
6842906,LP,MAT320,6057424,LP,II-2010,95,Aprobado
6144520,LP,MAT120,8342748,LP,I-2000,66,Aprobado
8346210,LP,INF320,4758753,LP,I-2013,1,Reprobado
6888435,LP,EST280,6815832,LP,I-2007,61,Aprobado
538893,VE,INF236,6765608,LP,II-2009,27,Reprobado
6858879,LP,EST280,3483848,LP,II-2005,33,Reprobado
6106186,LP,MAT270,6888435,LP,II-2006,71,Aprobado
6833022,LP,MAT120,4965844,LP,II-2010,60,Aprobado
6998038,LP,INF391,6085474,LP,I-2002,64,Aprobado
5966709,LP,EST440,6131932,LP,I-2007,93,Aprobado
6765381,LP,MAT320,4758753,LP,I-2006,42,Reprobado
8306273,LP,FIS100,4847126,LP,II-2010,55,Aprobado
6002249,LP,INF236,6765608,LP,II-2013,84,Aprobado
6852438,LP,MAT270,6905510,LP,II-2000,37,Reprobado
4894944,LP,MAT320,5981213,LP,II-2009,50,Reprobado
4774159,LP,MAT270,7007126,LP,II-2005,60,Aprobado
6869126,LP,EST392,6139832,LP,II-2004,98,Aprobado
8441626,LP,MAT120,6869689,LP,I-2006,20,Reprobado
8342748,LP,INF325,6761652,LP,I-2006,78,Aprobado
8346639,LP,MAT270,6144341,LP,II-2004,41,Reprobado
6951609,LP,EST440,8441626,LP,II-2010,1,Reprobado
6720982,LP,INF324,6798702,LP,I-2002,68,Aprobado
8321673,LP,MAT120,4852497,LP,I-2012,47,Reprobado
7001437,LP,INF391,5994785,LP,II-2012,59,Aprobado
4924229,LP,FIS100,6824136,LP,I-2009,10,Reprobado
8306245,LP,MAT120,6723965,LP,I-2006,15,Reprobado
6167607,LP,MAT120,6905510,LP,I-2005,86,Aprobado
5977396,LP,MAT120,6759045,LP,I-2011,72,Aprobado
6964230,LP,INF120,7007126,LP,I-2007,29,Reprobado
6153276,LP,INF320,6761652,LP,I-2007,5,Reprobado
7290420,OR,MAT270,4856270,LP,II-2006,9,Reprobado
6126334,LP,MAT320,6869689,LP,II-2008,24,Reprobado
4250338,LP,FIS100,4928737,LP,II-2014,45,Reprobado
6793993,LP,EST440,6745690,LP,I-2004,13,Reprobado
6869126,LP,MAT120,6858270,LP,I-2010,6,Reprobado
5981213,LP,EST440,6824998,LP,II-2007,31,Reprobado
8328821,LP,EST440,6144341,LP,II-2010,53,Aprobado
6942105,LP,INF320,6140134,LP,II-2008,44,Reprobado
4875775,LP,MAT320,6858270,LP,II-2006,56,Aprobado
6800465,LP,FIS100,6858879,LP,I-2006,98,Aprobado
8346639,LP,MAT270,6869689,LP,II-2010,80,Aprobado
6169847,LP,EST440,6131932,LP,I-2010,38,Reprobado
8356505,LP,INF391,5975560,LP,I-2003,13,Reprobado
6789190,LP,INF324,5966709,LP,II-2004,26,Reprobado
6997132,LP,EST280,6780733,LP,II-2008,91,Aprobado
6058774,LP,INF324,6153276,LP,II-2011,18,Reprobado
6933814,LP,INF236,5981213,LP,II-2000,29,Reprobado
4924998,LP,MAT320,8321673,LP,I-2009,49,Reprobado
6830287,LP,INF236,2622011,LP,I-2014,25,Reprobado
4745826,LP,EST392,6018908,LP,II-2013,32,Reprobado
9122265,LP,INF320,4774159,LP,II-2002,90,Aprobado
8264238,LP,MAT270,6009256,LP,I-2013,87,Aprobado
6728060,LP,INF236,5994785,LP,II-2012,76,Aprobado
6933814,LP,MAT320,5977396,LP,II-2011,76,Aprobado
6058774,LP,MAT320,538893,VE,I-2006,84,Aprobado
6851639,LP,MAT270,4774159,LP,II-2002,14,Reprobado
4758753,LP,INF391,6858879,LP,II-2008,69,Aprobado
6948542,LP,EST140,6815832,LP,I-2007,57,Aprobado
6892945,LP,EST140,4826389,LP,II-2011,96,Aprobado
4894944,LP,EST440,6144341,LP,I-2009,48,Reprobado
6720982,LP,INF324,6095371,LP,I-2014,92,Aprobado
9214751,LP,MAT320,4875775,LP,I-2001,43,Reprobado
9101758,LP,EST392,6018908,LP,I-2005,53,Aprobado
8264238,LP,MAT270,6143079,LP,I-2002,65,Aprobado
6942105,LP,MAT270,4847126,LP,II-2007,58,Aprobado
9083612,LP,INF236,3483848,LP,I-2009,46,Reprobado
6150980,LP,EST392,6723965,LP,II-2003,97,Aprobado
6106186,LP,INF120,7023542,LP,I-2002,74,Aprobado
6852438,LP,INF320,4949063,LP,II-2011,6,Reprobado
8412330,LP,INF120,6948542,LP,II-2011,29,Reprobado
4758753,LP,INF120,6139832,LP,II-2010,15,Reprobado
7001820,LP,MAT120,5981213,LP,I-2001,59,Aprobado
6798702,LP,EST392,8342748,LP,II-2013,13,Reprobado
5604693,BN,INF391,6056909,LP,I-2006,54,Aprobado
8291673,LP,INF320,6030223,LP,I-2004,31,Reprobado
6150980,LP,INF391,6020916,LP,I-2011,34,Reprobado
6824998,LP,EST440,6085474,LP,I-2011,88,Aprobado
8346210,LP,MAT120,4312014,LP,I-2011,43,Reprobado
8321673,LP,INF324,6140134,LP,I-2005,16,Reprobado
4892034,LP,INF391,6049205,LP,I-2005,33,Reprobado
7023542,LP,INF391,4847126,LP,I-2014,60,Aprobado
7007827,LP,EST440,6018908,LP,I-2013,87,Aprobado
4856270,LP,INF391,6009256,LP,II-2007,98,Aprobado
6948542,LP,INF236,4875775,LP,I-2001,68,Aprobado
4837464,LP,MAT270,4898251,LP,I-2013,50,Reprobado
4928737,LP,MAT120,4847126,LP,I-2012,25,Reprobado
5604693,BN,MAT320,6150980,LP,II-2009,26,Reprobado
6853401,LP,EST440,3459074,LP,I-2014,84,Aprobado
4784615,LP,MAT320,3459074,LP,II-2014,43,Reprobado
9083612,LP,EST440,6798702,LP,II-2013,64,Aprobado
5977801,LP,EST280,6833022,LP,II-2003,70,Aprobado
8342748,LP,MAT120,6837306,LP,II-2002,59,Aprobado
4784615,LP,INF320,4847126,LP,I-2010,97,Aprobado
4875775,LP,INF236,4774159,LP,II-2013,42,Reprobado
6009256,LP,MAT270,6131932,LP,I-2000,96,Aprobado
6963637,LP,EST280,4837464,LP,II-2005,97,Aprobado
6191127,LP,MAT120,6140134,LP,I-2010,30,Reprobado
8402517,LP,MAT120,6131932,LP,II-2006,73,Aprobado
6025769,LP,INF236,5994785,LP,I-2007,57,Aprobado
6776752,LP,MAT270,5981213,LP,I-2005,81,Aprobado
6825876,LP,INF320,3483848,LP,I-2000,49,Reprobado
5801726,TJ,MAT270,6087357,LP,I-2000,71,Aprobado
6144341,LP,INF120,6755399,LP,I-2006,40,Reprobado
5966709,LP,EST140,6030223,LP,II-2005,48,Reprobado
4837464,LP,FIS100,7023542,LP,II-2005,21,Reprobado
5975080,LP,INF320,6150980,LP,I-2005,86,Aprobado
6888435,LP,MAT320,6056909,LP,II-2009,68,Aprobado
4312014,LP,EST392,5981213,LP,I-2004,28,Reprobado
5975560,LP,INF120,538893,VE,I-2011,60,Aprobado
6720982,LP,EST440,4949063,LP,II-2006,64,Aprobado
6094524,LP,MAT270,6020916,LP,II-2009,7,Reprobado
8306245,LP,INF320,7023542,LP,II-2012,11,Reprobado
6862348,LP,INF324,4837464,LP,II-2000,75,Aprobado
6858270,LP,EST280,8306245,LP,I-2001,63,Aprobado
4852497,LP,EST392,7290420,OR,I-2008,63,Aprobado
4758753,LP,EST440,6765381,LP,II-2005,32,Reprobado
7001820,LP,MAT320,6765608,LP,II-2001,40,Reprobado
6830287,LP,EST392,6153276,LP,II-2012,54,Aprobado
4822122,LP,MAT320,6837306,LP,I-2001,34,Reprobado
6942105,LP,EST280,4949063,LP,I-2002,62,Aprobado
6853401,LP,EST280,3483848,LP,II-2004,74,Aprobado
6814638,LP,EST280,4837464,LP,I-2011,8,Reprobado
8305378,LP,EST140,6755399,LP,II-2014,15,Reprobado
4894944,LP,FIS100,8306245,LP,II-2009,41,Reprobado
6861908,LP,EST140,5966709,LP,I-2005,89,Aprobado
7023542,LP,INF325,6720620,LP,I-2011,63,Aprobado
6169410,LP,MAT270,6765381,LP,II-2009,22,Reprobado
6951609,LP,EST280,6826200,LP,I-2002,31,Reprobado
4856270,LP,INF391,8306245,LP,I-2001,98,Aprobado
538893,VE,MAT270,4928737,LP,II-2000,96,Aprobado
6139832,LP,INF320,6853401,LP,I-2003,96,Aprobado
6191127,LP,MAT270,6824136,LP,II-2010,4,Reprobado
4900069,LP,EST440,5801726,TJ,II-2003,33,Reprobado
4780169,LP,EST392,6855569,LP,I-2002,47,Reprobado
9944703,LP,EST140,6837306,LP,II-2009,57,Aprobado
6869689,LP,MAT120,4875775,LP,I-2002,99,Aprobado
6842906,LP,INF236,6056909,LP,I-2001,51,Aprobado
6018908,LP,INF120,8441626,LP,II-2011,83,Aprobado
6049205,LP,MAT270,4830306,LP,II-2013,79,Aprobado
6745690,LP,EST140,6824998,LP,II-2008,60,Aprobado
6720982,LP,INF325,6761652,LP,II-2000,36,Reprobado
4312014,LP,INF324,6018908,LP,I-2005,95,Aprobado
4856270,LP,FIS100,6143079,LP,I-2012,29,Reprobado
8402517,LP,INF391,6761652,LP,II-2013,53,Aprobado
4268464,LP,INF324,6131932,LP,II-2014,46,Reprobado
4837464,LP,EST140,6776752,LP,I-2010,62,Aprobado
4875775,LP,INF120,5960219,LP,II-2003,58,Aprobado
4900069,LP,FIS100,5998313,LP,II-2013,31,Reprobado
6793993,LP,INF120,6095371,LP,II-2012,32,Reprobado
6143079,LP,EST392,6144341,LP,II-2013,1,Reprobado
3459074,LP,EST392,8321673,LP,I-2013,46,Reprobado
8333851,LP,EST440,6905510,LP,II-2013,18,Reprobado
8321673,LP,MAT320,6855569,LP,I-2008,90,Aprobado
6900933,LP,EST440,4830306,LP,I-2009,94,Aprobado
8323749,LP,FIS100,6858879,LP,I-2002,47,Reprobado
6824136,LP,EST440,6764063,LP,I-2010,97,Aprobado
6835293,LP,INF320,6030223,LP,II-2012,28,Reprobado
5604693,BN,EST392,5966709,LP,I-2011,98,Aprobado
6780733,LP,EST280,4898251,LP,I-2002,96,Aprobado
6892945,LP,FIS100,5981213,LP,I-2000,20,Reprobado
4962498,LP,INF325,4312014,LP,II-2001,31,Reprobado
6858879,LP,MAT270,6736701,LP,II-2006,98,Aprobado
8432254,LP,INF324,6888435,LP,I-2008,25,Reprobado
6798702,LP,MAT120,6056909,LP,II-2002,2,Reprobado
6948542,LP,INF320,5960219,LP,I-2014,36,Reprobado
5960219,LP,MAT320,6855569,LP,I-2005,85,Aprobado
4921900,LP,MAT270,6780733,LP,I-2003,78,Aprobado
6853401,LP,EST392,6030223,LP,II-2005,1,Reprobado
4760216,LP,MAT120,4965844,LP,II-2009,59,Aprobado
6753182,LP,INF236,6720620,LP,II-2000,72,Aprobado
8412330,LP,INF120,6798702,LP,I-2003,90,Aprobado
6933814,LP,EST280,6778337,LP,I-2014,93,Aprobado
6018908,LP,MAT320,8306245,LP,I-2005,81,Aprobado
6861908,LP,FIS100,6720620,LP,I-2008,61,Aprobado
7005717,LP,MAT120,6140134,LP,I-2009,42,Reprobado
6754975,LP,EST392,6780733,LP,II-2009,52,Aprobado
5993596,LP,INF120,6755399,LP,II-2013,90,Aprobado
4780169,LP,MAT320,6049205,LP,II-2011,67,Aprobado
5604693,BN,INF236,8342748,LP,I-2005,86,Aprobado
6998038,LP,INF324,6858879,LP,I-2013,87,Aprobado
6998038,LP,MAT320,6144341,LP,I-2001,85,Aprobado
6900933,LP,FIS100,4965844,LP,I-2001,56,Aprobado
6736701,LP,EST280,6131932,LP,I-2011,90,Aprobado
8432254,LP,EST280,3459074,LP,I-2004,21,Reprobado
7068077,LP,INF236,6150980,LP,II-2001,87,Aprobado
8469272,LP,MAT320,6780733,LP,I-2002,10,Reprobado
8264238,LP,INF120,6905510,LP,II-2009,56,Aprobado
6085474,LP,MAT320,6009256,LP,II-2005,48,Reprobado
8346639,LP,FIS100,6736701,LP,II-2000,95,Aprobado
8324817,LP,INF320,7007126,LP,II-2009,85,Aprobado
4894944,LP,EST140,5977396,LP,II-2005,55,Aprobado
6837306,LP,FIS100,6009256,LP,I-2010,90,Aprobado
4875775,LP,INF391,6018908,LP,I-2005,49,Reprobado
6020916,LP,INF320,6905510,LP,I-2003,65,Aprobado
4921900,LP,INF320,7023542,LP,II-2013,65,Aprobado
4847126,LP,EST280,6798702,LP,I-2002,80,Aprobado
6077866,LP,MAT120,6798702,LP,II-2010,52,Aprobado
4923886,LP,INF236,6780733,LP,I-2008,60,Aprobado
8302680,LP,INF391,4312014,LP,II-2001,65,Aprobado
6842906,LP,INF325,7290420,OR,I-2003,69,Aprobado
5966709,LP,MAT120,6948542,LP,I-2006,65,Aprobado
6765608,LP,MAT320,6869689,LP,I-2008,97,Aprobado
4780169,LP,INF320,6745690,LP,II-2009,59,Aprobado
5994995,LP,EST140,6150506,LP,I-2001,40,Reprobado
4894944,LP,EST392,4758753,LP,I-2001,13,Reprobado
8425764,LP,MAT270,4856270,LP,I-2008,66,Aprobado
7001437,LP,EST280,6833022,LP,II-2004,3,Reprobado
6855569,LP,FIS100,6144341,LP,II-2001,77,Aprobado
6824136,LP,MAT270,6144341,LP,II-2014,66,Aprobado
538893,VE,EST392,4874363,LP,II-2009,65,Aprobado
4847126,LP,EST440,538893,VE,II-2006,0,Abandono
6059227,LP,EST440,6798702,LP,I-2002,69,Aprobado
4844828,LP,EST440,6888435,LP,II-2014,98,Aprobado
6858270,LP,INF236,6720620,LP,II-2013,56,Aprobado
6191127,LP,INF391,6858879,LP,II-2008,16,Reprobado
6759045,LP,INF324,6150506,LP,II-2006,92,Aprobado
6852636,LP,EST440,4928737,LP,II-2005,86,Aprobado
6124769,LP,EST440,6824136,LP,I-2010,53,Aprobado
5994995,LP,INF236,4758753,LP,I-2006,8,Reprobado
9236298,LP,INF120,5975560,LP,I-2013,39,Reprobado
7034372,LP,INF324,6736701,LP,II-2013,0,Abandono
6942105,LP,EST280,6087357,LP,II-2012,12,Reprobado
6776752,LP,INF320,6150506,LP,II-2006,6,Reprobado
6182990,LP,INF320,7290420,OR,II-2013,37,Reprobado
8321673,LP,INF391,6745690,LP,II-2010,0,Abandono
8328821,LP,INF320,4949063,LP,I-2005,96,Aprobado
6059227,LP,EST392,6888435,LP,II-2007,6,Reprobado
6167607,LP,EST392,4758753,LP,I-2001,64,Aprobado
8346210,LP,INF325,6852438,LP,I-2001,1,Reprobado
6002249,LP,MAT320,6824136,LP,I-2004,31,Reprobado
6167607,LP,MAT320,5977396,LP,I-2010,53,Aprobado
4250338,LP,EST280,6776752,LP,II-2011,98,Aprobado
8342748,LP,EST280,4844828,LP,II-2000,75,Aprobado
2622011,LP,INF320,4758753,LP,II-2002,4,Reprobado
4923886,LP,EST140,8441626,LP,II-2005,66,Aprobado
3483848,LP,INF324,6765381,LP,II-2005,16,Reprobado
8264238,LP,MAT120,6150980,LP,II-2011,17,Reprobado
4923886,LP,INF236,4837464,LP,I-2006,59,Aprobado
6733281,LP,INF324,6869689,LP,II-2000,38,Reprobado
6010843,LP,MAT120,8441626,LP,I-2005,60,Aprobado
6963637,LP,EST440,4844828,LP,I-2014,35,Reprobado
6838626,LP,INF325,6150980,LP,I-2000,10,Reprobado
7038942,LP,INF120,4874363,LP,I-2003,56,Aprobado
6153276,LP,INF236,6182990,LP,II-2003,88,Aprobado
7034372,LP,INF391,6169847,LP,II-2000,22,Reprobado
6010843,LP,INF236,4760216,LP,II-2002,20,Reprobado
4892034,LP,EST280,8321673,LP,II-2004,82,Aprobado
8305840,LP,EST392,6759045,LP,I-2012,21,Reprobado
4268464,LP,MAT120,4898251,LP,II-2004,22,Reprobado
5940612,LP,FIS100,6858879,LP,II-2001,8,Reprobado
538893,VE,INF324,6761652,LP,II-2010,99,Aprobado
6780733,LP,MAT320,4844828,LP,I-2004,67,Aprobado
6150506,LP,FIS100,6765381,LP,I-2002,70,Aprobado
6838626,LP,EST280,6056909,LP,I-2002,81,Aprobado
6764063,LP,INF391,6905510,LP,II-2009,2,Reprobado
4852497,LP,EST440,6049205,LP,I-2009,31,Reprobado
6800465,LP,INF391,6869689,LP,I-2010,43,Reprobado
4913514,LP,EST280,6824136,LP,I-2011,25,Reprobado
6851673,LP,INF325,4774159,LP,II-2007,10,Reprobado
6059227,LP,INF324,4852497,LP,II-2003,9,Reprobado
6085474,LP,FIS100,6765381,LP,I-2010,4,Reprobado
4913574,LP,EST140,6798702,LP,II-2001,55,Aprobado
4924998,LP,FIS100,6144341,LP,I-2005,58,Aprobado
7290420,OR,INF236,6153276,LP,II-2013,49,Reprobado
4847126,LP,INF391,6095371,LP,I-2013,27,Reprobado
4792347,LP,INF325,6087357,LP,II-2013,56,Aprobado
5801726,TJ,MAT120,6018908,LP,II-2013,79,Aprobado
6853401,LP,INF236,6150980,LP,II-2007,86,Aprobado
6793993,LP,MAT270,6018908,LP,I-2011,92,Aprobado
9083612,LP,EST440,6182990,LP,II-2014,68,Aprobado
6182340,LP,INF324,2622011,LP,I-2000,20,Reprobado
6058774,LP,INF324,6778337,LP,I-2011,94,Aprobado
6855569,LP,EST440,6780733,LP,I-2001,11,Reprobado
6051475,LP,INF236,5998313,LP,I-2006,0,Abandono
6948542,LP,INF236,3459074,LP,I-2001,3,Reprobado
9994525,LP,EST392,5977396,LP,II-2014,20,Reprobado
6862348,LP,EST440,7290420,OR,I-2012,65,Aprobado
4891593,LP,INF236,7007126,LP,II-2003,19,Reprobado
6869597,LP,MAT120,5801726,TJ,I-2014,42,Reprobado
5998313,LP,INF324,6056909,LP,II-2001,43,Reprobado
8441626,LP,MAT120,6855569,LP,II-2001,81,Aprobado
6951609,LP,MAT120,5960219,LP,II-2002,93,Aprobado
4847126,LP,EST440,6755399,LP,I-2013,28,Reprobado
8302680,LP,INF391,6761652,LP,I-2010,21,Reprobado
8323749,LP,INF120,6095371,LP,II-2000,11,Reprobado
6948542,LP,EST440,6858879,LP,I-2013,45,Reprobado
8302680,LP,INF120,6049205,LP,I-2001,83,Aprobado
9216537,LP,INF324,6855569,LP,I-2011,31,Reprobado
6852636,LP,FIS100,6853401,LP,I-2003,9,Reprobado
6933814,LP,MAT270,8342748,LP,I-2007,0,Abandono
6196542,LP,INF236,8441626,LP,II-2014,88,Aprobado
8305840,LP,EST440,2622011,LP,II-2001,83,Aprobado
7290420,OR,INF120,6837306,LP,II-2002,51,Aprobado
5994995,LP,EST280,6144341,LP,I-2000,74,Aprobado
8264238,LP,MAT120,4928737,LP,II-2009,35,Reprobado
6861908,LP,FIS100,6815832,LP,I-2000,28,Reprobado
5993596,LP,INF324,6798702,LP,I-2012,74,Aprobado
2622011,LP,MAT120,5994785,LP,II-2014,3,Reprobado
6059227,LP,EST280,6056909,LP,I-2003,23,Reprobado
6842906,LP,INF391,4874363,LP,II-2007,35,Reprobado
6963637,LP,INF120,6140134,LP,I-2009,17,Reprobado
3483848,LP,EST280,6855569,LP,I-2013,19,Reprobado
6964230,LP,INF391,6057424,LP,II-2005,23,Reprobado
6830287,LP,MAT270,5966709,LP,I-2006,89,Aprobado
6824998,LP,MAT320,4852497,LP,I-2005,80,Aprobado
8406121,LP,INF320,6139832,LP,I-2012,42,Reprobado
6025769,LP,INF391,6057424,LP,II-2002,82,Aprobado
6869126,LP,INF325,6153276,LP,I-2004,15,Reprobado
9236298,LP,INF236,6745690,LP,II-2014,35,Reprobado
6942105,LP,INF236,6131932,LP,I-2001,70,Aprobado
6018908,LP,FIS100,6095371,LP,II-2005,1,Reprobado
4847126,LP,EST280,6150980,LP,I-2000,10,Reprobado
6949853,LP,EST140,6018908,LP,I-2000,51,Aprobado
8321330,LP,MAT120,6824136,LP,II-2009,15,Reprobado
8333851,LP,INF324,6020916,LP,I-2007,91,Aprobado
5979309,LP,INF324,6751047,LP,I-2006,26,Reprobado
6140134,LP,EST140,6049205,LP,II-2011,45,Reprobado
4847126,LP,EST392,6824998,LP,I-2009,98,Aprobado
6837306,LP,MAT270,8306245,LP,II-2013,96,Aprobado
6780733,LP,MAT270,6745690,LP,I-2009,53,Aprobado
4913514,LP,EST440,5975560,LP,II-2007,66,Aprobado
6189606,LP,INF391,4928737,LP,I-2012,46,Reprobado
6764063,LP,EST280,8441626,LP,II-2012,47,Reprobado
6833022,LP,INF320,6905510,LP,I-2014,93,Aprobado
4875775,LP,INF120,6144341,LP,I-2004,57,Aprobado
7023542,LP,INF236,4312014,LP,I-2007,74,Aprobado
6855569,LP,EST392,6150980,LP,I-2014,90,Aprobado
6010843,LP,EST140,6858270,LP,II-2009,17,Reprobado
4962498,LP,INF320,4874363,LP,I-2008,68,Aprobado
6723965,LP,MAT270,6131932,LP,I-2007,65,Aprobado
4852497,LP,MAT320,8321673,LP,I-2005,0,Abandono
6827375,LP,FIS100,8342748,LP,II-2000,37,Reprobado
5993596,LP,INF320,6837306,LP,I-2000,43,Reprobado
6933814,LP,EST440,6009256,LP,I-2000,44,Reprobado
5979287,LP,INF324,6764063,LP,II-2008,50,Reprobado
7032468,LP,INF325,4928737,LP,I-2007,78,Aprobado
6761652,LP,INF391,5975560,LP,II-2007,95,Aprobado
4913574,LP,MAT320,6858879,LP,II-2004,71,Aprobado
6094524,LP,EST440,4760216,LP,II-2003,57,Aprobado
8346210,LP,EST440,4898251,LP,I-2009,77,Aprobado
4774159,LP,EST392,6905510,LP,II-2004,61,Aprobado
6086670,LP,MAT320,4965844,LP,II-2010,51,Aprobado
6723965,LP,MAT320,6139832,LP,I-2002,90,Aprobado
5801726,TJ,MAT120,4758753,LP,II-2003,98,Aprobado
6736701,LP,MAT120,6030223,LP,I-2012,9,Reprobado
8324817,LP,INF320,6761652,LP,II-2001,73,Aprobado
8425764,LP,MAT270,8342748,LP,I-2004,37,Reprobado
5941682,LP,MAT320,6853401,LP,I-2000,11,Reprobado
6852438,LP,INF120,6852438,LP,II-2009,21,Reprobado
5994995,LP,INF391,4892034,LP,II-2006,9,Reprobado
4844828,LP,EST280,6144341,LP,I-2012,72,Aprobado
5801726,TJ,INF325,6030223,LP,II-2005,17,Reprobado
7007827,LP,INF320,6085474,LP,I-2010,91,Aprobado
6824136,LP,MAT120,4826389,LP,II-2014,66,Aprobado
6838626,LP,INF391,4837464,LP,I-2001,79,Aprobado
6853401,LP,INF324,6095371,LP,I-2013,3,Reprobado
8310941,LP,INF236,5966709,LP,I-2008,6,Reprobado
4822122,LP,FIS100,6855569,LP,II-2007,33,Reprobado
4921900,LP,EST280,6150980,LP,II-2006,37,Reprobado
4268464,LP,EST140,4965844,LP,I-2012,44,Reprobado
6031586,LP,INF325,4949063,LP,I-2004,52,Aprobado
8441626,LP,EST140,7023542,LP,II-2002,98,Aprobado
4913514,LP,INF120,4760216,LP,I-2003,55,Aprobado
4268464,LP,EST440,6855569,LP,II-2003,7,Reprobado
6086670,LP,INF325,5994785,LP,I-2008,0,Abandono
7001820,LP,EST280,6780733,LP,I-2005,19,Reprobado
4875775,LP,MAT270,6020916,LP,II-2014,81,Aprobado
8305378,LP,INF391,4760216,LP,I-2011,38,Reprobado
6824998,LP,EST440,5966709,LP,II-2001,80,Aprobado
